Code,Name,ID,District,D-Pres Vote,R-Pres Vote,TP-Pres Vote,D-Dist Vote,R-Dist Vote,Contested,AREA,POPULATION,IDEAL_VALU,DEVIATION,F_DEVIATIO,sumTOTALPOP,sumWHITE,sumBLACK,sumNATIVE,sumASIAN,sumPACISLAND,sumOTHER,sumTWO_PLUS,sumHISPANIC,sumNATALNCOMB,sumMALE,sumFEMALE,sumGRPQTRS,sumHOUSEUNITS,sumVACANT,sumOCCUPIED,sumOWNED,sumRENTED,count,County,Incumbent D,Incumbent R,Winner,Reg. Voters,Reg. D-Voters,Reg. R-Voters,Reg. N-Voters,Reg. U-Voters,pr_D-Pres,pr_R-Pres,pr_TP=Pres,pr_White,pr_Native,pop_dens
39-928, Nunam Iqua,436,39,17,3,7,31,NA,D,373.42,189,1622,-1433,-0.8835,189,13,0,171,2,0,0,3,0,174,99,90,0,49,5,44,32,12,35,Wade Hampton Census Area,1,0,D,95,21,13,7,50,0.62962963,0.111111111,0.259259259,0.068783069,0.904761905,0.506132505
39-322, Nulato,369,39,52,13,9,74,NA,D,2083.01,264,1622,-1358,-0.8372,264,13,0,249,0,0,1,1,2,250,144,120,0,139,47,92,73,19,47,Yukon-Koyukuk Census Area,1,0,D,177,57,24,26,63,0.702702703,0.175675676,0.121621622,0.049242424,0.943181818,0.12673967
39-920, Koyuk,433,39,54,19,5,83,NA,D,2582.85,332,1622,-1290,-0.7953,332,12,0,295,1,0,0,24,0,319,183,149,0,101,12,89,36,53,43,Nome Census Area,1,0,D,190,45,18,35,79,0.692307692,0.243589744,0.064102564,0.036144578,0.888554217,0.128540178
39-916, Hooper Bay,431,39,137,46,22,190,NA,D,193.31,1093,1622,-529,-0.3261,1093,21,0,1034,0,0,1,37,0,1070,563,530,0,284,28,256,190,66,16,Wade Hampton Census Area,1,0,D,625,140,56,57,318,0.668292683,0.224390244,0.107317073,0.019213175,0.946020128,5.654130671
39-320, Koyukuk,422,39,32,2,9,35,NA,D,924.09,98,1622,-1524,-0.9396,98,1,0,95,0,0,0,2,0,97,50,48,0,63,20,43,32,11,18,Yukon-Koyukuk Census Area,1,0,D,73,28,5,7,27,0.744186047,0.046511628,0.209302326,0.010204082,0.969387755,0.106050276
39-316, Huslia,367,39,71,13,11,87,NA,D,11915.62,275,1622,-1347,-0.8305,275,18,0,254,0,0,0,3,0,256,136,139,0,126,35,91,74,17,45,Yukon-Koyukuk Census Area,1,0,D,173,37,19,19,94,0.747368421,0.136842105,0.115789474,0.065454545,0.923636364,0.02307895
39-906, Diomede,426,39,7,3,1,7,NA,D,83.29,115,1622,-1507,-0.9291,115,5,0,106,0,0,0,4,0,110,61,54,0,47,9,38,24,14,5,Nome Census Area,1,0,D,61,26,1,3,25,0.636363636,0.272727273,0.090909091,0.043478261,0.92173913,1.380717973
39-932, Savoonga,437,39,159,21,42,213,NA,D,2145.38,671,1622,-951,-0.5863,671,33,0,634,1,0,0,3,0,637,347,324,0,205,39,166,137,29,30,Nome Census Area,1,0,D,426,126,28,54,150,0.716216216,0.094594595,0.189189189,0.049180328,0.94485842,0.312765105
39-944, Stebbins,441,39,57,12,24,99,NA,D,284.35,556,1622,-1066,-0.6572,556,24,1,530,1,0,0,0,0,530,278,278,0,153,19,134,63,71,22,Nome Census Area,1,0,D,289,59,38,37,125,0.612903226,0.129032258,0.258064516,0.043165468,0.95323741,1.955336733
39-904, Chevak,425,39,131,35,17,170,NA,D,4019.34,938,1622,-684,-0.4217,938,22,0,890,3,0,1,22,1,912,508,430,0,228,19,209,159,50,152,Wade Hampton Census Area,1,0,D,582,161,35,61,296,0.715846995,0.191256831,0.092896175,0.023454158,0.948827292,0.233371648
39-934, Scammon Bay,438,39,99,30,3,131,NA,D,1903.9,480,1622,-1142,-0.7041,480,5,1,473,0,0,0,1,0,474,265,215,6,142,46,96,52,44,65,Wade Hampton Census Area,1,0,D,308,65,54,40,118,0.75,0.227272727,0.022727273,0.010416667,0.985416667,0.252114082
39-938, Shishmaref,440,39,129,25,22,180,NA,D,2786.07,563,1622,-1059,-0.6529,563,20,0,534,2,0,0,7,1,540,310,253,0,205,64,141,84,57,68,Nome Census Area,1,0,D,338,59,32,97,130,0.732954545,0.142045455,0.125,0.035523979,0.948490231,0.20207676
39-936, Shaktoolik,439,39,50,26,12,85,NA,D,2004.41,251,1622,-1371,-0.8453,251,9,0,241,0,0,0,1,0,242,136,115,0,76,12,64,34,30,70,Nome Census Area,1,0,D,160,33,15,23,75,0.568181818,0.295454545,0.136363636,0.035856574,0.960159363,0.125223881
39-940, St. Mary's,373,39,99,20,24,140,NA,D,4377.7,616,1622,-1006,-0.6202,616,21,0,570,0,0,0,25,0,595,321,295,3,258,76,182,126,56,99,Wade Hampton Census Area,1,0,D,363,94,39,51,162,0.692307692,0.13986014,0.167832168,0.034090909,0.925324675,0.14071316
39-926,Nome No. 2,435,39,233,220,63,458,NA,D,1650.39,2252,1622,630,0.3884,2252,717,8,1253,38,2,7,227,56,1468,1148,1104,14,1109,342,767,377,390,202,Nome Census Area,1,0,D,1510,294,270,226,635,0.451550388,0.426356589,0.122093023,0.318383659,0.556394316,1.364525961
39-912, Gambell,429,39,123,24,22,148,NA,D,852.7,681,1622,-941,-0.5801,681,26,0,651,1,0,0,3,3,654,358,323,0,263,99,164,137,27,21,Nome Census Area,1,0,D,350,56,32,60,169,0.727810651,0.142011834,0.130177515,0.038179148,0.955947137,0.798639615
39-900, Alakanuk,423,39,70,20,21,103,NA,D,917.98,677,1622,-945,-0.5826,677,14,0,643,3,0,0,17,0,660,343,334,0,209,49,160,110,50,81,Wade Hampton Census Area,1,0,D,308,68,35,31,144,0.630630631,0.18018018,0.189189189,0.020679468,0.949778434,0.737488834
39-918, Kotlik,432,39,67,16,12,91,NA,D,3005.78,577,1622,-1045,-0.6443,577,11,0,561,2,0,1,2,1,563,307,270,0,177,49,128,86,42,187,Wade Hampton Census Area,1,0,D,285,57,22,53,124,0.705263158,0.168421053,0.126315789,0.019064125,0.972270364,0.191963484
39-942, St. Michael,374,39,40,25,15,73,NA,D,4493.93,401,1622,-1221,-0.7528,401,22,0,369,0,0,0,10,3,379,211,190,0,163,67,96,62,34,95,Nome Census Area,1,0,D,225,40,33,16,118,0.5,0.3125,0.1875,0.054862843,0.920199501,0.089231474
39-910, Emmonak,428,39,95,42,29,158,NA,D,690.06,762,1622,-860,-0.5302,762,24,0,734,1,0,0,3,1,737,429,333,0,237,52,185,159,26,84,Wade Hampton Census Area,1,0,D,454,128,48,42,200,0.572289157,0.253012048,0.174698795,0.031496063,0.963254593,1.104251804
39-922, Mountain Village,371,39,100,31,26,141,NA,D,1721.18,813,1622,-809,-0.4988,813,34,0,747,6,0,0,26,3,773,417,396,0,228,44,184,119,65,66,Wade Hampton Census Area,1,0,D,459,116,55,64,185,0.636942675,0.197452229,0.165605096,0.041820418,0.918819188,0.472350364
39-318, Kaltag,368,39,37,5,4,45,NA,D,2052.75,190,1622,-1432,-0.8829,190,11,0,174,0,0,0,5,0,179,116,74,0,103,33,70,55,15,34,Yukon-Koyukuk Census Area,1,0,D,125,33,19,16,46,0.804347826,0.108695652,0.086956522,0.057894737,0.915789474,0.092558763
39-314, Galena,366,39,97,67,17,156,NA,D,5911.02,473,1622,-1149,-0.7084,473,140,0,300,3,0,1,29,11,325,243,230,0,304,112,192,137,55,129,Yukon-Koyukuk Census Area,1,0,D,325,43,53,55,159,0.535911602,0.370165746,0.093922652,0.295983087,0.634249471,0.08002003
39-902, Brevig Mission,424,39,72,19,23,108,NA,D,663.97,388,1622,-1234,-0.7608,388,18,2,355,0,0,2,11,2,366,201,187,0,103,10,93,31,62,73,Nome Census Area,1,0,D,212,37,38,35,79,0.631578947,0.166666667,0.201754386,0.046391753,0.914948454,0.584363751
39-924,Nome No. 1,434,39,185,167,44,340,NA,D,547.12,1515,1622,-107,-0.066,1515,466,11,757,47,7,11,216,36,951,857,658,177,762,243,519,239,280,186,Nome Census Area,1,0,D,1147,230,218,155,475,0.467171717,0.421717172,0.111111111,0.307590759,0.499669967,2.769045182
39-914, Golovin,430,39,30,9,3,52,NA,D,1523.62,156,1622,-1466,-0.9038,156,7,0,145,0,0,1,3,1,148,83,73,0,79,30,49,25,24,49,Nome Census Area,1,0,D,104,10,13,31,44,0.714285714,0.214285714,0.071428571,0.044871795,0.929487179,0.102387734
40-034, Point Lay,461,40,24,12,19,49,NA,D,10066.75,189,1622,-1433,-0.8835,189,20,0,167,0,1,0,1,1,168,106,83,0,70,10,60,23,37,66,North Slope Borough,0,0,D,128,24,19,11,63,0.436363636,0.218181818,0.345454545,0.105820106,0.883597884,0.018774679
40-016, Kaktovik,375,40,28,29,17,45,NA,D,15239.26,243,1622,-1379,-0.8502,243,25,0,213,0,0,0,5,0,218,126,117,2,98,25,73,42,31,174,North Slope Borough,0,0,D,186,23,27,31,86,0.378378378,0.391891892,0.22972973,0.102880658,0.87654321,0.015945656
40-002, Ambler,446,40,56,9,14,68,NA,D,4135.47,258,1622,-1364,-0.8409,258,29,1,218,0,0,0,10,0,228,131,127,0,111,36,75,41,34,49,Northwest Arctic Borough,0,0,D,190,51,25,25,76,0.708860759,0.113924051,0.17721519,0.112403101,0.84496124,0.062387105
40-022, Kobuk,455,40,15,5,16,38,NA,D,6041.39,152,1622,-1470,-0.9063,152,13,0,137,1,0,0,1,4,137,77,75,0,76,39,37,18,19,54,Northwest Arctic Borough,0,0,D,88,19,9,11,37,0.416666667,0.138888889,0.444444444,0.085526316,0.901315789,0.025159773
40-038, Shungnak,463,40,63,8,5,81,NA,D,1661.11,262,1622,-1360,-0.8385,262,15,0,247,0,0,0,0,1,247,131,131,0,84,22,62,40,22,37,Northwest Arctic Borough,0,0,D,164,52,21,22,59,0.828947368,0.105263158,0.065789474,0.057251908,0.942748092,0.157725858
40-004, Anaktuvuk Pass,447,40,57,18,21,63,NA,D,25507.92,2822,1622,1200,0.7398,2822,2163,47,465,40,4,32,71,99,512,2428,394,2497,123,23,100,61,39,330,North Slope Borough,0,0,D,285,63,59,25,122,0.59375,0.1875,0.21875,0.766477675,0.164776754,0.110632306
40-032, Point Hope,460,40,92,38,16,117,NA,D,5409.54,678,1622,-944,-0.582,678,43,3,603,0,0,1,28,13,629,356,322,4,222,36,186,121,65,70,North Slope Borough,0,0,D,398,92,59,26,184,0.630136986,0.260273973,0.109589041,0.063421829,0.889380531,0.125334132
40-006, Atqasuk,448,40,34,16,10,35,NA,D,1970.13,233,1622,-1389,-0.8563,233,16,0,215,0,0,0,2,0,217,135,98,0,74,10,64,29,35,26,North Slope Borough,0,0,D,149,27,16,20,74,0.566666667,0.266666667,0.166666667,0.068669528,0.922746781,0.118266307
40-326, Allakaket,376,40,61,6,6,66,NA,D,7175.42,209,1622,-1413,-0.8711,209,2,0,202,0,0,0,5,0,207,119,90,0,104,29,75,49,26,139,Yukon-Koyukuk Census Area,0,0,D,141,53,12,10,62,0.835616438,0.082191781,0.082191781,0.009569378,0.966507177,0.029127215
40-020, Kivalina,454,40,58,20,22,104,NA,D,2525.28,709,1622,-913,-0.5629,709,156,0,523,1,0,5,24,8,545,474,235,335,118,33,85,64,21,64,Northwest Arctic Borough,0,0,D,235,55,25,34,95,0.58,0.2,0.22,0.220028209,0.737658674,0.280760945
40-012, Buckland,451,40,63,20,25,116,NA,D,2840.88,416,1622,-1206,-0.7435,416,11,0,397,0,0,0,8,0,405,233,183,0,103,5,98,54,44,52,Northwest Arctic Borough,0,0,D,296,116,25,22,111,0.583333333,0.185185185,0.231481481,0.026442308,0.954326923,0.146433499
40-040, Wainwright,464,40,55,67,21,73,NA,D,9258.01,556,1622,-1066,-0.6572,556,45,0,501,0,0,0,10,2,510,299,257,20,193,46,147,99,48,110,North Slope Borough,0,0,D,337,51,59,44,147,0.384615385,0.468531469,0.146853147,0.080935252,0.901079137,0.060056103
40-328, Bettles,377,40,7,9,0,9,NA,D,15375.86,84,1622,-1538,-0.9482,84,67,1,12,0,0,0,4,0,15,52,32,13,182,139,43,25,18,267,Yukon-Koyukuk Census Area,0,0,D,85,13,19,15,30,0.4375,0.5625,0,0.797619048,0.142857143,0.005463109
40-036, Selawik,462,40,76,33,10,105,NA,D,4899.02,841,1622,-781,-0.4815,841,33,1,720,0,0,0,87,0,804,438,403,0,239,50,189,97,92,88,Northwest Arctic Borough,0,0,D,424,95,66,71,151,0.638655462,0.277310924,0.084033613,0.039239001,0.856123662,0.171666986
40-026, Noatak,457,40,65,33,31,125,NA,D,5440.17,514,1622,-1108,-0.6831,514,13,2,487,0,0,0,12,0,499,268,246,0,160,46,114,79,35,74,Northwest Arctic Borough,0,0,D,299,74,28,33,135,0.503875969,0.255813953,0.240310078,0.025291829,0.947470817,0.094482342
40-014, Deering,452,40,30,3,9,39,NA,D,5547.06,122,1622,-1500,-0.9248,122,11,0,106,0,0,0,5,0,111,67,55,0,127,83,44,27,17,89,Northwest Arctic Borough,0,0,D,92,26,10,12,38,0.714285714,0.071428571,0.214285714,0.090163934,0.868852459,0.021993633
40-030, Nuiqsut,459,40,34,25,24,72,NA,D,25791.72,496,1622,-1126,-0.6942,496,122,3,359,1,0,0,11,3,369,289,207,94,157,38,119,66,53,275,North Slope Borough,0,0,D,263,43,32,22,133,0.409638554,0.301204819,0.289156627,0.245967742,0.723790323,0.019230978
40-028, Noorvik,458,40,73,37,26,129,NA,D,927.01,670,1622,-952,-0.5869,670,25,3,592,0,1,0,49,1,640,377,293,0,215,61,154,81,73,107,Northwest Arctic Borough,0,0,D,368,90,46,53,140,0.536764706,0.272058824,0.191176471,0.037313433,0.88358209,0.7227538
40-018, Kiana,453,40,59,31,10,90,NA,D,4672.09,378,1622,-1244,-0.767,378,28,1,339,0,0,0,10,1,349,202,176,0,231,124,107,60,47,51,Northwest Arctic Borough,0,0,D,253,64,25,24,115,0.59,0.31,0.1,0.074074074,0.896825397,0.080905976
40-008, Barrow,449,40,165,112,29,174,NA,D,92.24,1415,1622,-207,-0.1276,1415,310,17,813,136,19,15,105,47,910,757,658,15,592,97,495,198,297,39,North Slope Borough,0,0,D,1014,228,163,91,473,0.539215686,0.366013072,0.094771242,0.219081272,0.574558304,15.34041631
40-010, Browerville,450,40,380,298,83,405,NA,D,772.72,2798,1622,1176,0.725,2798,403,24,1764,248,80,19,260,84,1979,1408,1390,20,971,186,785,328,457,173,North Slope Borough,0,0,D,1900,362,247,181,989,0.49934297,0.391590013,0.109067017,0.144031451,0.630450322,3.620975256
40-024, Kotzebue,456,40,362,223,95,548,NA,D,1779.1,3201,1622,1579,0.9735,3201,512,29,2355,40,11,12,242,43,2585,1631,1570,47,1243,289,954,411,543,128,Northwest Arctic Borough,0,0,D,2046,417,273,258,979,0.532352941,0.327941176,0.139705882,0.159950016,0.735707591,1.799224327
40-330, Hughes,465,40,21,3,11,36,NA,D,2.99,77,1622,-1545,-0.9525,77,1,2,74,0,0,0,0,0,74,38,39,0,40,9,31,19,12,8,Yukon-Koyukuk Census Area,0,0,D,71,27,4,9,30,0.6,0.085714286,0.314285714,0.012987013,0.961038961,25.75250836
