state,county,tract,P0010001,P0030002,P0050003,P0040003,P0070006,P0030005,P0030003,H0160002,state,county,tract,geoid,prop_white,prop_white_not_hisp,prop_hisp_lat,prop_cambodian,prop_asian,prop_black_afr_am,prop_owner_occ
25,017,373400,3204,2722,2641,144,325,285,67,753,25,017,373400,25017373400,0.8495630461922596,0.8242821473158551,0.0449438202247191,0.10143570536828964,0.08895131086142322,0.020911360799001247,0.2350187265917603
25,017,373500,6187,5382,5203,222,627,515,72,1679,25,017,373500,25017373500,0.8698884758364313,0.8409568449975756,0.03588168740908356,0.10134152254727655,0.08323904962017133,0.011637304024567642,0.27137546468401486
25,017,373600,6026,5015,4747,381,703,606,161,775,25,017,373600,25017373600,0.8322270162628609,0.7877530700298706,0.06322602057749752,0.1166611350813143,0.10056422170594093,0.026717557251908396,0.1286093594424162
25,017,373700,3790,3367,3309,76,315,238,49,1212,25,017,373700,25017373700,0.8883905013192612,0.8730870712401055,0.020052770448548814,0.08311345646437995,0.06279683377308708,0.012928759894459104,0.31978891820580474
25,017,373800,5923,4785,4627,219,892,806,140,1619,25,017,373800,25017373800,0.8078676346446058,0.7811919635319939,0.036974506162417695,0.15059935843322642,0.13607968934661488,0.023636670606111767,0.27334121222353536
25,017,373900,6373,5121,4975,196,1038,969,123,2070,25,017,373900,25017373900,0.803546210575867,0.780637062607877,0.0307547465871646,0.1628746273340656,0.1520477012396046,0.019300172603169623,0.3248077828338302
25,017,374000,5237,4059,3931,207,840,777,209,1455,25,017,374000,25017374000,0.7750620584303991,0.7506205843039908,0.03952644643880084,0.16039717395455413,0.14836738590796258,0.03990834447202597,0.2778308191712813
25,017,374100,4647,3354,3216,234,965,898,183,1094,25,017,374100,25017374100,0.7217559715945772,0.6920593931568754,0.05035506778566817,0.20766085646653756,0.19324295244243597,0.039380245319561004,0.23542070152786745
25,017,374200,4194,3525,3416,140,485,439,102,1179,25,017,374200,25017374200,0.8404864091559371,0.8144969003338102,0.03338102050548403,0.1156413924654268,0.10467334287076777,0.024320457796852647,0.2811158798283262
25,017,374300,3494,3140,3087,70,276,226,41,1136,25,017,374300,25017374300,0.8986834573554665,0.883514596451059,0.02003434459072696,0.07899255867200916,0.06468231253577561,0.011734401831711505,0.3251287922152261
25,017,374400,5743,4959,4830,179,595,518,87,1563,25,017,374400,25017374400,0.8634859829357479,0.841023855127982,0.03116837889604736,0.1036043879505485,0.09019676127459515,0.015148876893609612,0.2721574090196761
25,017,374500,4339,3554,3407,217,525,457,148,1053,25,017,374500,25017374500,0.8190827379580549,0.7852039640470154,0.05001152339248675,0.12099562111085503,0.10532380732887762,0.03410924176077437,0.24268264577091495
25,017,374600,4829,3973,3814,316,515,472,126,1309,25,017,374600,25017374600,0.8227376268378547,0.7898115551874094,0.06543797887761442,0.10664733899358045,0.09774280389314557,0.026092358666390557,0.27107061503416857
25,017,374700,4477,3601,3483,168,668,611,113,1060,25,017,374700,25017374700,0.8043332588787134,0.7779763234308689,0.037525128434219346,0.14920705829796738,0.13647531829350013,0.02524011614920706,0.23676569131114586
25,017,374800,4738,3833,3729,157,648,607,190,928,25,017,374800,25017374800,0.8089911355002111,0.7870409455466442,0.03313634444913466,0.13676656817222457,0.12811312790206839,0.04010130856901646,0.19586323343182777
25,017,382100,4911,4290,4199,118,459,423,98,1638,25,017,382100,25017382100,0.8735491753207086,0.8550193443290572,0.02402769293422928,0.09346365302382406,0.08613317043372022,0.01995520260639381,0.3335369578497251
25,017,382200,5158,4672,4559,158,264,205,125,1520,25,017,382200,25017382200,0.9057774331136099,0.8838697169445522,0.030632027917797598,0.051182628925940284,0.0397440868553703,0.02423419930205506,0.29468786351298953
25,017,382300,5568,5081,4982,153,298,237,74,1681,25,017,382300,25017382300,0.9125359195402298,0.8947557471264368,0.02747844827586207,0.053520114942528736,0.04256465517241379,0.01329022988505747,0.3019037356321839
25,017,382400,4523,4225,4163,105,160,132,42,1257,25,017,382400,25017382400,0.9341145257572407,0.9204068096396197,0.02321468052177758,0.035374751271280126,0.0291841697988061,0.009285872208711032,0.27791288967499445
25,017,382500,4418,3888,3800,142,311,270,114,1077,25,017,382500,25017382500,0.8800362154821186,0.8601177003168855,0.03214124038026256,0.07039384336803983,0.06111362607514713,0.025803531009506563,0.24377546401086464
25,017,382601,4269,3064,2962,198,859,805,146,1074,25,017,382601,25017382601,0.7177324900445069,0.6938393066291871,0.046380885453267746,0.20121808386038886,0.1885687514640431,0.034200046849379245,0.2515811665495432
25,017,382602,4159,3602,3524,120,360,314,93,1348,25,017,382602,25017382602,0.8660735753786968,0.8473190670834335,0.028853089685020438,0.08655926905506131,0.07549891800913681,0.02236114450589084,0.3241163741283962
25,017,383101,4217,2293,1686,1143,66,62,383,311,25,017,383101,25017383101,0.543751482096277,0.3998102916765473,0.27104576713303297,0.015650936684847048,0.01470239506758359,0.09082285985297604,0.07374911074223381
25,017,383102,4923,2310,1141,2353,66,63,704,264,25,017,383102,25017383102,0.4692260816575259,0.2317692463944749,0.4779605931342677,0.01340645947592931,0.012797074954296161,0.14300223440991267,0.05362583790371724
25,017,383200,6046,3609,2929,1576,210,183,387,876,25,017,383200,25017383200,0.5969235858418789,0.484452530598743,0.26066821038703275,0.03473370823685081,0.030267945749255707,0.06400926232219649,0.1448891829308634
25,017,383300,3042,2105,1993,352,120,115,165,529,25,017,383300,25017383300,0.6919789612097305,0.6551610782380013,0.11571334648257725,0.03944773175542406,0.03780407626561473,0.054240631163708086,0.17389875082182774
25,017,383400,5540,3378,2881,942,333,311,437,911,25,017,383400,25017383400,0.6097472924187726,0.5200361010830324,0.1700361010830325,0.060108303249097474,0.056137184115523465,0.07888086642599278,0.1644404332129964
25,017,383501,4259,2721,2464,607,507,482,284,438,25,017,383501,25017383501,0.6388823667527589,0.5785395632777647,0.14252171871331298,0.11904202864522188,0.11317210612819911,0.06668231979337873,0.10284104249823903
25,017,383502,3773,3117,2981,271,184,155,178,608,25,017,383502,25017383502,0.8261330506228466,0.7900874635568513,0.07182613305062285,0.048767558971640604,0.041081367611979856,0.04717731248343493,0.16114497747150808
25,017,383600,6138,4646,4421,455,530,485,402,1464,25,017,383600,25017383600,0.7569240795047246,0.7202671880091235,0.07412838057999348,0.08634734441186054,0.07901596611274031,0.06549364613880743,0.23851417399804498
25,017,383700,5213,4296,4091,361,338,295,207,1540,25,017,383700,25017383700,0.8240936121235373,0.7847688471129868,0.06924995204296949,0.06483790523690773,0.05658929599079225,0.03970842125455592,0.29541530788413584
25,017,383800,5360,4561,4423,285,333,292,158,1808,25,017,383800,25017383800,0.8509328358208955,0.8251865671641792,0.05317164179104478,0.062126865671641794,0.05447761194029851,0.029477611940298507,0.3373134328358209
25,017,383901,7628,6791,6602,261,410,354,236,2534,25,017,383901,25017383901,0.8902726796014683,0.8654955427372837,0.03421604614577871,0.05374934452018878,0.046407970634504456,0.03093864708966964,0.3321971683272155
25,017,383902,5227,4460,4383,149,457,417,127,1776,25,017,383902,25017383902,0.8532619093170078,0.8385307059498757,0.02850583508704802,0.0874306485555768,0.0797780753778458,0.024296919839295963,0.3397742490912569
25,017,384001,1437,1131,1092,77,160,148,57,480,25,017,384001,25017384001,0.7870563674321504,0.7599164926931107,0.05358385525400139,0.11134307585247043,0.10299234516353514,0.03966597077244259,0.33402922755741127
25,017,384002,5515,3704,3538,329,1029,971,268,982,25,017,384002,25017384002,0.671622846781505,0.6415231187669991,0.059655485040797825,0.18658204895738895,0.17606527651858567,0.0485947416137806,0.17805983680870355
25,017,385100,6717,5860,5721,214,535,493,116,1889,25,017,385100,25017385100,0.8724132797379782,0.8517195176418044,0.03185946106892958,0.07964865267232396,0.07339586124758077,0.017269614411195473,0.2812267381271401
25,017,385201,2568,2152,2058,194,132,121,79,677,25,017,385201,25017385201,0.838006230529595,0.8014018691588785,0.07554517133956386,0.0514018691588785,0.047118380062305294,0.030763239875389408,0.2636292834890966
25,017,385202,7308,5966,5751,332,899,838,196,2644,25,017,385202,25017385202,0.8163656267104543,0.7869458128078818,0.04542966611932129,0.12301587301587301,0.11466885604816639,0.02681992337164751,0.36179529282977557
25,017,386100,4119,3887,3845,57,166,137,16,1341,25,017,386100,25017386100,0.9436756494294731,0.9334789997572226,0.013838310269482883,0.04030104394270454,0.03326050012138869,0.0038844379703811605,0.325564457392571
25,017,387100,4257,4059,4005,66,116,82,32,1372,25,017,387100,25017387100,0.9534883720930233,0.9408033826638478,0.015503875968992248,0.027249236551562132,0.01926239135541461,0.007517030772844727,0.3222926943857176
25,017,387201,5464,5120,5047,105,173,155,60,1727,25,017,387201,25017387201,0.9370424597364568,0.9236822840409956,0.019216691068814056,0.03166178623718887,0.028367496339677892,0.010980966325036604,0.3160688140556369
25,017,387202,3826,3646,3593,75,118,100,26,1221,25,017,387202,25017387202,0.9529534762153685,0.9391008886565604,0.019602718243596447,0.030841610036591742,0.026136957658128592,0.006795608991113434,0.31913225300575015
25,017,388100,4996,4023,3940,113,878,814,24,1532,25,017,388100,25017388100,0.805244195356285,0.7886309047237791,0.022618094475580466,0.1757405924739792,0.16293034427542033,0.004803843074459567,0.3066453162530024
25,017,388200,7211,6213,5739,561,253,201,579,1669,25,017,388200,25017388200,0.8616003328248509,0.795867424767716,0.07779780890306476,0.035085286368048814,0.027874081264734434,0.08029399528498128,0.2314519484121481
25,017,388300,5420,3179,2531,1640,878,824,313,172,25,017,388300,25017388300,0.5865313653136531,0.4669741697416974,0.3025830258302583,0.16199261992619926,0.15202952029520295,0.05774907749077491,0.03173431734317343
25,017,980000,0,0,0,0,0,0,0,0,25,017,980000,25017980000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
