state,county,tract,P0010001,P0030002,P0050003,P0040003,P0070006,P0030005,P0030003,H0160002,state,county,tract,geoid,prop_white,prop_white_not_hisp,prop_hisp_lat,prop_cambodian,prop_asian,prop_black_afr_am,prop_owner_occ
25,017,310700,4441,2267,2059,776,1206,1171,258,423,25,017,310700,25017310700,0.510470614726413,0.4636343165953614,0.1747354199504616,0.2715604593560009,0.2636793514974105,0.05809502364332358,0.0952488178338212
25,017,311100,2410,865,582,792,850,825,190,145,25,017,311100,25017311100,0.35892116182572614,0.24149377593360996,0.32863070539419087,0.35269709543568467,0.34232365145228216,0.07883817427385892,0.06016597510373444
25,017,311200,3267,835,711,481,1838,1822,207,330,25,017,311200,25017311200,0.2555861646770738,0.21763085399449036,0.14722987450260178,0.5625956535047444,0.5576981940618304,0.06336088154269973,0.10101010101010101
25,017,311300,4057,1795,1599,520,1587,1551,266,496,25,017,311300,25017311300,0.44244515651959576,0.39413359625338923,0.12817352723687453,0.39117574562484597,0.38230219373921615,0.0655656889327089,0.12225782597978802
25,017,311400,5986,3023,2659,855,1610,1544,687,754,25,017,311400,25017311400,0.505011693952556,0.4442031406615436,0.14283327764784498,0.26896090878717005,0.2579351820915469,0.11476779151353157,0.1259605746742399
25,017,311500,2974,1567,1488,244,1009,979,167,547,25,017,311500,25017311500,0.5268997982515131,0.5003362474781439,0.082044384667115,0.33927370544720914,0.3291862811028917,0.05615332885003362,0.18392737054472091
25,017,311600,5295,3272,3110,458,1416,1375,205,1234,25,017,311600,25017311600,0.6179414542020775,0.5873465533522191,0.08649669499527857,0.2674220963172805,0.25967894239848915,0.03871576959395656,0.23305004721435316
25,017,311700,5098,1881,1606,681,2481,2389,249,783,25,017,311700,25017311700,0.3689682228324833,0.31502550019615533,0.13358179678305218,0.4866614358571989,0.4686151431934092,0.048842683405256965,0.15358964299725383
25,017,311800,3513,1020,797,581,1919,1854,157,348,25,017,311800,25017311800,0.29035012809564475,0.22687161969826358,0.16538571021918588,0.5462567606034728,0.5277540563620837,0.04469114716766297,0.0990606319385141
25,017,311900,2429,1466,1224,590,327,315,178,190,25,017,311900,25017311900,0.6035405516673528,0.5039110745162618,0.2428983120625772,0.13462330177027584,0.12968299711815562,0.0732811856731165,0.07822149032523672
25,017,312000,2938,1739,1388,716,501,458,227,344,25,017,312000,25017312000,0.5918992511912866,0.472430224642614,0.24370319945541186,0.17052416609938734,0.15588835942818244,0.07726344452008169,0.11708645336963922
25,017,312100,3149,1677,1400,658,703,658,241,383,25,017,312100,25017312100,0.5325500158780565,0.4445855827246745,0.208955223880597,0.22324547475389012,0.208955223880597,0.07653223245474754,0.12162591298825023
25,017,312200,4309,2633,2364,598,949,924,299,1020,25,017,312200,25017312200,0.6110466465537248,0.5486191691807843,0.1387792991413321,0.22023671385472268,0.21443490368995127,0.06938964957066605,0.23671385472267348
25,017,312300,4931,3834,3573,496,477,437,250,1267,25,017,312300,25017312300,0.777529912796593,0.7245994727235855,0.10058811600081119,0.09673494220239302,0.08862299736361792,0.05069965524234435,0.2569458527682012
25,017,312400,2354,1396,959,970,193,183,200,179,25,017,312400,25017312400,0.5930331350892099,0.40739167374681395,0.41206457094307564,0.08198810535259134,0.07774001699235344,0.08496176720475786,0.07604078164825828
25,017,312501,4464,3666,3457,402,318,298,190,1254,25,017,312501,25017312501,0.821236559139785,0.7744175627240143,0.09005376344086022,0.07123655913978495,0.0667562724014337,0.04256272401433692,0.28091397849462363
25,017,312502,3960,3496,3323,274,191,171,100,1159,25,017,312502,25017312502,0.8828282828282829,0.8391414141414142,0.0691919191919192,0.04823232323232323,0.04318181818181818,0.025252525252525252,0.2926767676767677
25,017,313101,5488,5004,4933,127,359,318,35,1691,25,017,313101,25017313101,0.9118075801749271,0.8988702623906706,0.02314139941690962,0.06541545189504373,0.05794460641399417,0.006377551020408163,0.3081268221574344
25,017,313102,5804,5386,5304,138,235,217,85,1764,25,017,313102,25017313102,0.9279807029634735,0.9138525155065472,0.02377670572019297,0.04048931771192281,0.037388008270158514,0.014645072363886975,0.3039283252929014
25,017,314101,6055,5391,5269,215,271,248,243,1664,25,017,314101,25017314101,0.8903385631709331,0.8701899256812552,0.03550784475639967,0.04475639966969447,0.040957886044591246,0.040132122213047065,0.27481420313790256
25,017,314102,7223,6384,6213,296,426,367,198,2232,25,017,314102,25017314102,0.8838432784161706,0.860168904887166,0.040980202132078085,0.05897826387927454,0.05080991277862384,0.027412432507268446,0.3090128755364807
25,017,314200,5233,4825,4679,240,167,159,86,1506,25,017,314200,25017314200,0.9220332505255112,0.8941333842919931,0.04586279380852284,0.03191286069176381,0.030384100898146377,0.01643416778138735,0.2877890311484808
25,017,314301,8011,7211,7049,338,381,346,179,2422,25,017,314301,25017314301,0.9001373111971039,0.8799151167145175,0.04219198601922357,0.04755960554237923,0.043190612907252526,0.022344276619647985,0.3023342903507677
25,017,314302,2935,2799,2755,60,73,66,31,865,25,017,314302,25017314302,0.9536626916524702,0.938671209540034,0.020442930153321975,0.024872231686541738,0.022487223168654175,0.010562180579216355,0.29471890971039183
25,017,315100,5456,5109,5036,111,196,178,54,1707,25,017,315100,25017315100,0.936400293255132,0.9230205278592375,0.02034457478005865,0.03592375366568915,0.03262463343108504,0.009897360703812317,0.312866568914956
25,017,315200,7585,7060,6954,157,323,298,99,2385,25,017,315200,25017315200,0.930784442979565,0.9168094924192485,0.020698747528015822,0.04258404746209624,0.03928806855636124,0.013052076466710614,0.31443638760711934
25,017,315401,3532,3275,3171,116,130,113,87,1183,25,017,315401,25017315401,0.9272366930917327,0.8977916194790487,0.03284258210645526,0.03680634201585504,0.03199320498301246,0.02463193657984145,0.3349377123442809
25,017,315402,2921,2784,2749,50,71,62,28,918,25,017,315402,25017315402,0.953098254022595,0.9411160561451558,0.017117425539198903,0.024306744265662445,0.021225607668606643,0.009585758301951387,0.3142759328996919
25,017,315403,1745,1684,1672,19,22,16,22,503,25,017,315403,25017315403,0.9650429799426934,0.9581661891117479,0.010888252148997135,0.012607449856733524,0.009169054441260744,0.012607449856733524,0.2882521489971347
25,017,315500,7722,7415,7304,149,142,119,31,2495,25,017,315500,25017315500,0.9602434602434602,0.9458689458689459,0.019295519295519297,0.01838901838901839,0.015410515410515411,0.004014504014504015,0.3231028231028231
25,017,316101,5108,4901,4836,92,109,94,36,1521,25,017,316101,25017316101,0.9594753328112764,0.9467501957713391,0.018010963194988253,0.02133907595927956,0.01840250587314017,0.007047768206734534,0.2977682067345341
25,017,316102,6060,5730,5658,103,188,165,69,1815,25,017,316102,25017316102,0.9455445544554455,0.9336633663366337,0.016996699669966996,0.031023102310231022,0.027227722772277228,0.011386138613861386,0.2995049504950495
25,017,316201,4104,3814,3769,73,206,192,29,1309,25,017,316201,25017316201,0.9293372319688109,0.9183723196881092,0.017787524366471734,0.05019493177387914,0.04678362573099415,0.007066276803118908,0.3189571150097466
25,017,316202,4290,3709,3647,100,413,384,75,1316,25,017,316202,25017316202,0.8645687645687645,0.8501165501165501,0.023310023310023312,0.09627039627039627,0.08951048951048951,0.017482517482517484,0.3067599067599068
25,017,316300,8172,6897,6734,241,831,762,239,2056,25,017,316300,25017316300,0.8439794419970631,0.8240332843857073,0.029490944689182574,0.10168869309838473,0.09324522760646109,0.02924620655898189,0.25159079784630445
25,017,316400,6570,5830,5663,227,343,309,301,1824,25,017,316400,25017316400,0.8873668188736682,0.8619482496194825,0.034550989345509896,0.052207001522070015,0.047031963470319633,0.04581430745814308,0.2776255707762557
25,017,316500,5939,5404,5261,199,326,288,100,1618,25,017,316500,25017316500,0.9099174945276982,0.885839366896784,0.03350732446539822,0.054891395857888534,0.04849301229163159,0.016837851490149856,0.2724364371106247
25,017,317101,6139,5326,5238,126,646,611,83,1945,25,017,317101,25017317101,0.867568007818863,0.8532334256393549,0.020524515393386546,0.10522886463593419,0.09952761035999348,0.013520117282945105,0.3168268447629907
25,017,317102,4353,3736,3666,100,501,471,74,1301,25,017,317102,25017317102,0.8582586721801057,0.8421778084079945,0.02297266253158741,0.11509303928325293,0.1082012405237767,0.016999770273374685,0.2988743395359522
25,017,317103,4895,4523,4467,76,311,283,21,1667,25,017,317103,25017317103,0.9240040858018386,0.9125638406537283,0.015526046986721144,0.06353421859039837,0.05781409601634321,0.004290091930541369,0.34055158324821244
25,017,317201,2849,2689,2646,52,115,109,14,980,25,017,317201,25017317201,0.9438399438399439,0.9287469287469288,0.018252018252018252,0.040365040365040364,0.03825903825903826,0.004914004914004914,0.343980343980344
25,017,317202,3388,3122,3070,63,225,182,14,1150,25,017,317202,25017317202,0.9214876033057852,0.9061393152302243,0.01859504132231405,0.06641086186540732,0.05371900826446281,0.004132231404958678,0.33943329397874855
25,017,317203,4003,3557,3513,56,360,332,40,1314,25,017,317203,25017317203,0.8885835623282539,0.877591806145391,0.013989507869098177,0.0899325505870597,0.08293779665251062,0.009992505620784412,0.3282538096427679
25,017,317301,2627,2148,2091,85,405,392,32,803,25,017,317301,25017317301,0.8176627331556909,0.7959649790635707,0.03235629996193377,0.15416825275980206,0.14921964217738864,0.01218119527978683,0.30567186905215077
25,017,317302,5548,4843,4764,128,523,466,80,1854,25,017,317302,25017317302,0.8729271809661139,0.8586878154289834,0.023071377072819033,0.09426820475847152,0.08399423215573179,0.014419610670511895,0.3341744772891132
25,017,318100,6674,5401,5340,89,1179,1124,19,2122,25,017,318100,25017318100,0.8092598142043752,0.8001198681450404,0.013335331135750673,0.1766556787533713,0.16841474378184,0.0028468684447108183,0.3179502547198082
25,017,318200,3853,3372,3317,68,419,382,26,1137,25,017,318200,25017318200,0.8751622112639502,0.8608876200363353,0.017648585517778353,0.1087464313521931,0.0991435245263431,0.006747988580327018,0.2950947313781469
25,017,318300,7516,6512,6411,121,918,826,22,2419,25,017,318300,25017318300,0.866418307610431,0.852980308674827,0.016098988823842468,0.1221394358701437,0.10989888238424694,0.002927088877062267,0.3218467269824375
25,017,318400,3908,3393,3357,55,462,430,16,1106,25,017,318400,25017318400,0.8682190378710338,0.859007164790174,0.014073694984646877,0.11821903787103377,0.11003070624360287,0.0040941658137154556,0.28300921187308087
25,017,320102,5040,4667,4592,88,283,224,44,1580,25,017,320102,25017320102,0.9259920634920635,0.9111111111111111,0.01746031746031746,0.05615079365079365,0.044444444444444446,0.00873015873015873,0.3134920634920635
25,017,320103,2795,2501,2463,55,233,213,31,815,25,017,320103,25017320103,0.8948121645796064,0.881216457960644,0.01967799642218247,0.08336314847942755,0.07620751341681574,0.0110912343470483,0.29159212880143115
25,017,320104,7090,6734,6632,124,247,218,48,2084,25,017,320104,25017320104,0.9497884344146685,0.9354019746121297,0.017489421720733426,0.03483779971791255,0.0307475317348378,0.006770098730606488,0.29393511988716503
25,017,321100,6992,5814,5543,457,488,437,209,1933,25,017,321100,25017321100,0.8315217391304348,0.7927631578947368,0.0653604118993135,0.06979405034324943,0.0625,0.029891304347826088,0.27645881006864986
25,017,321200,6267,5052,4781,455,307,267,166,1554,25,017,321200,25017321200,0.8061273336524652,0.7628849529280357,0.07260252114249242,0.04898675602361577,0.04260411680229775,0.026487952768469762,0.24796553374820487
25,017,321300,7497,5900,5202,1366,208,177,263,1324,25,017,321300,25017321300,0.7869814592503668,0.6938775510204082,0.1822062158196612,0.027744431105775645,0.023609443777511004,0.035080698946245166,0.17660397492330265
25,017,321400,3297,2918,2828,161,202,186,50,831,25,017,321400,25017321400,0.8850470124355475,0.8577494692144374,0.04883227176220807,0.06126781922960267,0.056414922656960874,0.015165301789505611,0.25204731574158323
25,017,321500,6898,5397,4799,1225,246,207,216,1410,25,017,321500,25017321500,0.7824006958538707,0.6957089011307626,0.17758770658161785,0.03566251087271673,0.03000869817338359,0.031313424180922006,0.204407074514352
25,017,321600,7548,6066,5800,510,714,659,157,1869,25,017,321600,25017321600,0.8036565977742448,0.7684154742978272,0.06756756756756757,0.0945945945945946,0.08730789613142555,0.020800211976682564,0.24761526232114467
25,017,322100,4671,4401,4335,118,136,116,31,1587,25,017,322100,25017322100,0.9421965317919075,0.9280667951188183,0.02526225647612931,0.029115821023335473,0.024834082637550846,0.006636694497966175,0.3397559409120103
25,017,322200,3687,3353,3270,135,109,82,65,1098,25,017,322200,25017322200,0.9094114456197451,0.886899918633035,0.03661513425549227,0.029563330621101166,0.022240303770002714,0.01762950908597776,0.2978030919446705
25,017,322300,6090,5489,5235,376,181,162,124,1583,25,017,322300,25017322300,0.9013136288998358,0.8596059113300493,0.06174055829228243,0.029720853858784892,0.026600985221674877,0.020361247947454843,0.2599343185550082
25,017,322400,4615,4231,4105,185,87,71,69,1186,25,017,322400,25017322400,0.9167930660888407,0.8894907908992417,0.04008667388949079,0.01885157096424702,0.015384615384615385,0.01495124593716143,0.256988082340195
25,017,323100,6590,6169,6079,122,274,218,44,2158,25,017,323100,25017323100,0.9361153262518969,0.9224582701062215,0.01851289833080425,0.04157814871016692,0.0330804248861912,0.006676783004552352,0.3274658573596358
25,017,324101,4761,4459,4410,61,220,181,31,1494,25,017,324101,25017324101,0.9365679479101029,0.9262759924385633,0.012812434362528881,0.04620877966813695,0.03801722327242176,0.006511237135055661,0.31379962192816635
25,017,324102,4163,3869,3829,60,203,171,23,1310,25,017,324102,25017324102,0.929377852510209,0.9197693970694211,0.01441268316118184,0.04876291136199856,0.04107614700936824,0.0055248618784530384,0.3146769156858035
25,017,325100,7427,6260,6045,421,325,270,439,1861,25,017,325100,25017325100,0.84287060724384,0.8139221758448902,0.05668506799515282,0.043759256765854314,0.03635384408240205,0.05910865760064629,0.2505722364346304
25,017,326101,3896,3683,3636,69,136,106,21,1098,25,017,326101,25017326101,0.9453285420944558,0.9332648870636551,0.01771047227926078,0.03490759753593429,0.027207392197125257,0.0053901437371663245,0.2818275154004107
25,017,326102,6750,6428,6328,124,235,188,25,2030,25,017,326102,25017326102,0.9522962962962963,0.9374814814814815,0.01837037037037037,0.03481481481481481,0.027851851851851853,0.003703703703703704,0.30074074074074075
25,017,327101,3586,3475,3440,48,51,36,13,1098,25,017,327101,25017327101,0.9690462911321807,0.9592861126603458,0.013385387618516454,0.01422197434467373,0.010039040713887339,0.003625209146681539,0.30619074177356387
25,017,327102,4333,4132,4073,89,82,64,46,1110,25,017,327102,25017327102,0.9536118162935611,0.9399953842603277,0.02054004154165705,0.01892453265635818,0.014770366951303947,0.010616201246249712,0.25617355181167784
25,017,327103,3578,3475,3433,57,63,34,1,1112,25,017,327103,25017327103,0.9712129681386249,0.9594745667970933,0.01593068753493572,0.01760760201229737,0.009502515371716043,0.00027948574622694243,0.31078814980436
25,017,328100,3179,3031,2993,44,118,98,7,996,25,017,328100,25017328100,0.9534444793960365,0.9414910349166404,0.01384083044982699,0.03711859075180875,0.030827304183705568,0.002201950298836112,0.31330607109153824
25,017,330100,8231,7940,7841,121,204,168,26,2645,25,017,330100,25017330100,0.9646458510509052,0.9526181508929656,0.014700522415259385,0.0247843518406026,0.020410642692260964,0.0031587899404689587,0.3213461304823229
25,017,330200,6661,6234,6150,110,264,229,58,1963,25,017,330200,25017330200,0.9358955111845069,0.9232847920732623,0.016514036931391682,0.03963368863534004,0.03437922233898814,0.008707401291097433,0.29470049542110793
25,017,331101,3011,2742,2704,57,187,161,36,859,25,017,331101,25017331101,0.9106609099966788,0.898040518100299,0.01893058784456991,0.06210561275323813,0.05347060777150448,0.01195616074393889,0.28528727997343073
25,017,331102,6971,6600,6516,129,236,204,49,2042,25,017,331102,25017331102,0.9467795151341271,0.9347295940324201,0.018505235977621576,0.033854540238129394,0.029264094104145745,0.007029120642662459,0.29292784392483145
25,017,331200,5346,4989,4939,75,238,204,45,1592,25,017,331200,25017331200,0.9332210998877666,0.9238683127572016,0.014029180695847363,0.04451926674148896,0.038159371492704826,0.008417508417508417,0.29779274223718666
25,017,331300,6997,6538,6441,142,309,262,44,2134,25,017,331300,25017331300,0.9344004573388595,0.9205373731599257,0.020294411890810347,0.04416178362155209,0.037444619122481065,0.006288409318279262,0.3049878519365442
25,017,332100,5972,5133,5066,83,711,650,79,1934,25,017,332100,25017332100,0.8595110515740121,0.848292029470864,0.013898191560616209,0.11905559276624246,0.108841259209645,0.013228399196249163,0.3238446081714668
25,017,332200,8376,6383,6194,295,1380,1315,376,1903,25,017,332200,25017332200,0.7620582617000955,0.7394937917860553,0.0352196752626552,0.16475644699140402,0.15699617956064948,0.044890162368672396,0.22719675262655206
25,017,332300,6677,5323,5250,105,1016,956,259,1935,25,017,332300,25017332300,0.7972143178073985,0.7862812640407368,0.015725625280814736,0.15216414557435975,0.14317807398532276,0.03878987569267635,0.28980080874644304
25,017,332400,3473,2946,2882,95,376,350,87,894,25,017,332400,25017332400,0.8482579902101929,0.829830118053556,0.027353872732507917,0.10826374892024186,0.10077742585660812,0.025050388712928303,0.25741433918802187
25,017,333100,7399,6423,6306,177,580,546,264,2273,25,017,333100,25017333100,0.8680902824706042,0.8522773347749696,0.0239221516421138,0.07838897148263278,0.07379375591296121,0.03568049736450872,0.30720367617245575
25,017,333200,5364,4778,4685,162,270,254,184,1347,25,017,333200,25017333200,0.8907531692766593,0.8734153616703952,0.030201342281879196,0.050335570469798654,0.04735272184936615,0.0343027591349739,0.2511185682326622
25,017,333300,4063,3410,3260,299,168,155,221,830,25,017,333300,25017333300,0.8392813192222496,0.8023627861186315,0.07359094265321191,0.04134875707605218,0.038149150873738616,0.05439330543933055,0.2042825498400197
25,017,333400,6229,5168,4977,352,474,445,292,1526,25,017,333400,25017333400,0.8296676834162787,0.7990046556429603,0.05650987317386418,0.07609568148980575,0.07144003852945899,0.04687750842831915,0.2449831433616953
25,017,333501,5001,4473,4341,211,212,191,170,1441,25,017,333501,25017333501,0.8944211157768446,0.8680263947210558,0.042191561687662464,0.04239152169566087,0.03819236152769446,0.033993201359728054,0.2881423715256949
25,017,333502,3273,2726,2607,243,175,155,129,656,25,017,333502,25017333502,0.8328750381912619,0.7965169569202566,0.07424381301558204,0.05346776657500764,0.04735716468072105,0.03941338221814849,0.20042774213260006
25,017,333600,6791,5129,4954,280,1088,1029,332,1401,25,017,333600,25017333600,0.7552643204240908,0.7294949197467236,0.04123104108378737,0.16021204535414518,0.15152407598291856,0.04888823442791931,0.20630245913709322
25,017,334100,6718,6187,6104,126,353,310,95,1731,25,017,334100,25017334100,0.920958618636499,0.9086037511164037,0.018755582018457874,0.05254540041679071,0.0461446859184281,0.014141113426615065,0.2576659720154808
25,017,334200,3968,3770,3726,70,131,108,19,1123,25,017,334200,25017334200,0.9501008064516129,0.9390120967741935,0.017641129032258066,0.033014112903225805,0.02721774193548387,0.004788306451612903,0.2830141129032258
25,017,334300,7605,7290,7220,90,244,213,27,2340,25,017,334300,25017334300,0.9585798816568047,0.9493754109138725,0.011834319526627219,0.03208415516107824,0.028007889546351084,0.0035502958579881655,0.3076923076923077
25,017,334400,6456,5894,5827,92,444,400,47,2054,25,017,334400,25017334400,0.9129491945477075,0.9025712515489467,0.014250309789343246,0.0687732342007435,0.061957868649318466,0.007280049566294919,0.3181536555142503
25,017,335100,5728,5477,5397,124,113,99,55,1576,25,017,335100,25017335100,0.9561801675977654,0.942213687150838,0.02164804469273743,0.019727653631284914,0.017283519553072627,0.00960195530726257,0.2751396648044693
25,017,335200,5637,5360,5272,111,165,149,56,1746,25,017,335200,25017335200,0.9508603867305304,0.935249246052865,0.019691325172964343,0.02927088877062267,0.026432499556501687,0.009934362249423453,0.30973922299095263
25,017,335301,3852,3548,3483,114,158,135,53,1036,25,017,335301,25017335301,0.9210799584631361,0.9042056074766355,0.029595015576323987,0.04101765316718588,0.035046728971962614,0.013759086188992731,0.26895119418483904
25,017,335302,4621,4337,4258,113,193,156,19,1435,25,017,335302,25017335302,0.9385414412464834,0.921445574550963,0.024453581475871025,0.041765851547284134,0.033758926639255574,0.004111664141960614,0.31053884440597274
25,017,335400,5094,4851,4771,113,143,121,46,1537,25,017,335400,25017335400,0.9522968197879859,0.936592069100903,0.022182960345504515,0.02807224185316058,0.0237534354142128,0.009030231645072634,0.3017275225755791
25,017,336100,5360,4982,4878,126,213,173,87,1581,25,017,336100,25017336100,0.9294776119402985,0.9100746268656716,0.023507462686567164,0.039738805970149255,0.032276119402985075,0.01623134328358209,0.2949626865671642
25,017,336200,6142,5820,5743,105,209,169,56,1938,25,017,336200,25017336200,0.9475740801042006,0.9350374470856399,0.017095408661673722,0.03402800390752198,0.02751546727450342,0.009117551286225985,0.3155323998697493
25,017,336300,6664,6256,6158,143,217,171,93,2053,25,017,336300,25017336300,0.9387755102040817,0.9240696278511404,0.02145858343337335,0.032563025210084036,0.025660264105642257,0.013955582232893157,0.3080732292917167
25,017,336401,4260,3453,3373,156,393,360,256,878,25,017,336401,25017336401,0.8105633802816902,0.7917840375586854,0.036619718309859155,0.09225352112676057,0.08450704225352113,0.06009389671361502,0.20610328638497652
25,017,336402,4557,4083,4009,133,181,149,164,1022,25,017,336402,25017336402,0.8959842001316656,0.8797454465657231,0.029185867895545316,0.03971911345183234,0.032696949747640994,0.03598858898398069,0.22427035330261136
25,017,337101,3095,2868,2827,78,102,81,58,857,25,017,337101,25017337101,0.9266558966074313,0.9134087237479807,0.025201938610662358,0.03295638126009693,0.02617124394184168,0.018739903069466882,0.27689822294022615
25,017,337102,5042,4672,4612,95,226,213,53,1685,25,017,337102,25017337102,0.9266164220547402,0.9147163823879413,0.018841729472431575,0.04482348274494248,0.042245140817136054,0.010511701705672352,0.33419278064260216
25,017,337201,3192,2953,2898,80,114,103,57,857,25,017,337201,25017337201,0.925125313283208,0.9078947368421053,0.02506265664160401,0.03571428571428571,0.03226817042606516,0.017857142857142856,0.26848370927318294
25,017,337202,4849,4534,4459,138,167,156,52,1462,25,017,337202,25017337202,0.9350381521963291,0.9195710455764075,0.028459476180655804,0.034440090740358836,0.032171581769437,0.010723860589812333,0.30150546504433906
25,017,337300,5259,4740,4608,243,189,174,159,1304,25,017,337300,25017337300,0.901312036508842,0.8762122076440388,0.04620650313747861,0.03593839132915003,0.03308613804905876,0.030233884768967486,0.24795588514926792
25,017,338100,2964,2439,2385,72,446,377,36,868,25,017,338100,25017338100,0.8228744939271255,0.8046558704453441,0.024291497975708502,0.150472334682861,0.12719298245614036,0.012145748987854251,0.29284750337381915
25,017,338200,3869,2901,2837,100,780,714,101,1036,25,017,338200,25017338200,0.7498061514603257,0.7332644094081158,0.025846471956577927,0.20160248126130784,0.1845438097699664,0.026104936676143706,0.2677694494701473
25,017,338300,3180,2977,2927,56,153,123,29,887,25,017,338300,25017338300,0.9361635220125786,0.920440251572327,0.01761006289308176,0.048113207547169815,0.038679245283018866,0.009119496855345912,0.2789308176100629
25,017,338400,5745,5145,5075,86,534,471,20,1880,25,017,338400,25017338400,0.8955613577023499,0.8833768494342907,0.014969538729329853,0.09295039164490862,0.08198433420365535,0.0034812880765883376,0.32724107919930373
25,017,338500,5616,5163,5085,91,368,313,35,1686,25,017,338500,25017338500,0.9193376068376068,0.905448717948718,0.016203703703703703,0.06552706552706553,0.055733618233618235,0.006232193732193732,0.3002136752136752
25,017,339100,6442,5751,5641,162,292,247,244,1896,25,017,339100,25017339100,0.8927351754113629,0.8756597330021733,0.025147469729897547,0.04532753803166718,0.03834212977336231,0.03787643588947532,0.2943185346165787
25,017,339200,5830,5406,5324,119,208,168,120,1801,25,017,339200,25017339200,0.9272727272727272,0.9132075471698113,0.020411663807890223,0.03567753001715266,0.02881646655231561,0.02058319039451115,0.3089193825042882
25,017,339300,2890,1637,1580,134,150,114,899,678,25,017,339300,25017339300,0.5664359861591696,0.5467128027681661,0.04636678200692042,0.05190311418685121,0.03944636678200692,0.3110726643598616,0.23460207612456746
25,017,339400,3326,2794,2703,153,183,156,205,595,25,017,339400,25017339400,0.8400481058328322,0.8126879134095009,0.046001202645820805,0.0550210463018641,0.04690318701142514,0.06163559831629585,0.1788935658448587
25,017,339500,5399,4355,4185,236,493,409,323,881,25,017,339500,25017339500,0.806630857566216,0.7751435451009446,0.04371179848120022,0.09131320614928691,0.07575476940174106,0.05982589368401556,0.1631783663641415
25,017,339600,5024,3865,3737,272,334,301,485,873,25,017,339600,25017339600,0.7693073248407644,0.7438296178343949,0.054140127388535034,0.06648089171974522,0.059912420382165606,0.09653662420382166,0.17376592356687898
25,017,339700,3878,2681,2539,281,300,280,567,660,25,017,339700,25017339700,0.6913357400722022,0.6547189272821041,0.07246003094378546,0.07735946364105209,0.07220216606498195,0.14620938628158844,0.1701908200103146
25,017,339801,4410,2885,2781,219,970,946,299,945,25,017,339801,25017339801,0.6541950113378685,0.6306122448979592,0.04965986394557823,0.2199546485260771,0.2145124716553288,0.06780045351473923,0.21428571428571427
25,017,339802,4557,3044,2904,285,515,484,717,947,25,017,339802,25017339802,0.6679833223612025,0.6372613561553654,0.06254114549045425,0.1130129471143296,0.10621022602589422,0.15734035549703754,0.2078121571209129
25,017,339900,5171,4093,3936,263,259,236,437,1094,25,017,339900,25017339900,0.7915296847805067,0.7611680526010443,0.05086056855540515,0.05008702378650164,0.045639141365306515,0.0845097660027074,0.21156449429510732
25,017,340000,2594,1879,1793,163,146,127,343,500,25,017,340000,25017340000,0.7243639167309175,0.6912104857363146,0.06283731688511951,0.05628373168851195,0.048959136468774096,0.13222821896684656,0.19275250578257516
25,017,340100,6652,5743,5666,160,423,397,300,2158,25,017,340100,25017340100,0.863349368610944,0.8517739025856885,0.024052916416115455,0.06358989777510524,0.05968129885748647,0.04509921828021648,0.3244137101623572
